name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Me Enamoré de Ti,Chayanne,,spotify:track:1sJFu2pvYJhtEOo9oVe1TZ,263667,0.521,0.566,9,-7.441,1,0.0329,0.0747,0.0,0.244,0.654,149.855,2
Simplemente Tú,Cristian Castro,,spotify:track:6n5bmDFKf6PNPfyMBxYdyA,226907,0.483,0.588,7,-5.502,1,0.0311,0.47,0.0,0.0994,0.267,139.93,5
El Amor De Mi Vida,Ricky Martin,,spotify:track:5RELLT2r8WuuLmOFBTZP2b,237373,0.458,0.76,10,-5.772,1,0.0646,0.0889,0.0,0.0975,0.649,78.985,2
La Gata Bajo la Lluvia,Rocío Dúrcal,,spotify:track:2kfSFdq2h0xLXq01em1zc7,219107,0.499,0.648,7,-5.812,1,0.0331,0.723,0.0,0.576,0.464,88.14,3
Desde Que Llegaste,Reyli Barba,,spotify:track:4iuQ88fgaqBRkzb1JWKUbZ,213573,0.724,0.32,8,-9.727,1,0.0627,0.331,0.0,0.0725,0.426,134.048,3
Tu Amor Por Siempre,Axel,,spotify:track:4k5wptmyVtD69gfJTMswv6,276813,0.425,0.405,9,-7.664,1,0.0299,0.53,0.0,0.117,0.154,153.933,4
Este Corazón,RBD,Anahí,spotify:track:0bMVCO35RJiUhAfvFsLjIF,210440,0.497,0.619,7,-4.811,1,0.0322,0.47,0.0,0.0708,0.756,159.996,3
Brillas,León Larregui,,spotify:track:6VuUMo1TusnqBxLTnr3hOI,226187,0.625,0.433,9,-12.963,1,0.0366,0.376,0.00103,0.248,0.274,93.041,3
Deje de Amar,Felipe Muñiz,Marc Anthony,spotify:track:4SB87vYiWYWFg9ekXay2Fo,192013,0.677,0.703,0,-4.39,0,0.0276,0.627,0.0,0.394,0.674,95.037,3
Lo Intenté Todo,Reik,Jessie Reyez,spotify:track:26waqvvTo7eyRIApBjY5jM,204044,0.388,0.425,2,-4.506,1,0.0328,0.61,0.0,0.104,0.184,146.939,4
La Posibilidad,Los Claxons,,spotify:track:5TxW75fQon0q3059YW4tFn,232600,0.613,0.577,4,-7.138,1,0.0255,0.407,3.62e-05,0.0957,0.507,133.95,3
Inocente,Alejandro Fernández,,spotify:track:7wmmqirwfA5lhatZQ0FvR3,186747,0.662,0.497,10,-6.864,1,0.038,0.321,0.0,0.113,0.643,134.178,3
Qué Bueno Que Fuiste Tú,Carolina Ross,,spotify:track:2QnN3woxO9KqDd1DAW0zUF,179240,0.726,0.268,4,-7.829,1,0.0717,0.921,0.0,0.0989,0.301,134.012,4
Mi Verdad (feat. Shakira),Maná,Shakira,spotify:track:3fLULPPtmfVkGMnwAhHAij,272576,0.857,0.561,9,-7.288,1,0.0292,0.435,0.0,0.0831,0.76,99.989,3
Un Año,Sebastian Yatra,Reik,spotify:track:5BDP2tky8oMQJPS33frKVp,164440,0.771,0.382,1,-6.808,0,0.0514,0.148,0.0,0.104,0.535,94.931,3
Let Go,Chama Wijnen,,spotify:track:2gixQXOUSRnv7yBuplbgAK,191625,0.238,0.0053,9,-34.841,1,0.0386,0.995,0.812,0.126,0.0449,71.48,1
FILO,Traßel SüD,,spotify:track:7ahiYT2P9GsWQ8bkd1vRzn,166106,0.159,0.00491,6,-30.416,1,0.0393,0.995,0.963,0.102,0.0384,70.088,1
High Beliefs,Moments of Clarity,,spotify:track:1I1YHO7tw52jmXsCsXzXAT,204235,0.187,0.115,7,-24.73,0,0.04,0.937,0.912,0.108,0.0395,65.834,1
W.E.,Asa Bjorg,,spotify:track:3SDO8hL0wQ3Dxr6NN1CUbH,256125,0.24,0.0646,4,-22.881,1,0.0396,0.962,0.961,0.0928,0.0371,120.104,1
Atmos Eleven,Atmos 11,,spotify:track:0RIJAaogvQkeFuZVPhYlma,227668,0.174,0.00449,6,-37.192,1,0.0387,0.99,0.934,0.0848,0.0581,67.42,1
Polaris,Stellarscopees,,spotify:track:15Q4tq0gvEelMr40CeBClA,208193,0.114,0.0178,3,-31.477,1,0.0455,0.972,0.906,0.102,0.0769,74.448,1
Centered,EON NOIRE,,spotify:track:2tSUPdYj7CcdiQHrHgqmjZ,183000,0.182,0.00165,5,-36.224,1,0.0529,0.991,0.943,0.0843,0.229,68.439,1
The Forest,Mont Real,,spotify:track:4NId2w4cZ9D61Stbr79isY,294250,0.102,0.0574,10,-24.267,1,0.0375,0.873,0.877,0.0778,0.0611,89.865,1
Vivante,Darcel Gau,,spotify:track:6S0hwfRH6W5iLbAXl3cmB4,133719,0.178,0.00708,4,-34.992,0,0.0377,0.974,0.811,0.11,0.0512,73.448,1
Magic,EON NOIRE,,spotify:track:1CnxuoUdFLe5owHXJjJVQw,149427,0.41,0.00299,0,-32.149,1,0.0556,0.992,0.946,0.117,0.39,66.982,1
Arriving,Hilder Sky,,spotify:track:0VZSqwbrOlZxOEakvAQX5a,145475,0.281,0.00943,10,-22.661,1,0.0374,0.995,0.964,0.116,0.0384,70.348,1
Sunset,Vera Martin,,spotify:track:4gpqUShgtvlOZbtcVLjBM0,201761,0.0646,0.00223,7,-29.924,1,0.0489,0.991,0.92,0.0903,0.126,64.568,1
One Path,Aster,,spotify:track:3ciI0W5tW7zBPWEglpc3fR,129391,0.182,0.0384,5,-27.802,0,0.0434,0.957,0.9,0.158,0.0429,114.865,1
Dark Waters,Nikola Sati,,spotify:track:4hQcEuImsSUwXPCUvckx0n,152921,0.299,0.192,8,-20.239,1,0.0325,0.381,0.757,0.111,0.0402,136.311,1
Furlong Shams,Bjorkman,,spotify:track:2dvD8sJcHubn9H7JBxxDH6,194768,0.0885,0.0937,10,-22.906,1,0.0466,0.932,0.82,0.104,0.0335,85.667,1
Crystal Caves,Franz Emerald,,spotify:track:7dXXZTESEoAUB316nR7E9T,227143,0.178,0.222,9,-20.304,0,0.0381,0.377,0.884,0.119,0.0332,73.397,1
Waiting,Dian Giles,,spotify:track:1Ix5PP41jAMMeVHXpoSOv0,180500,0.0771,0.00362,2,-32.278,1,0.0515,0.809,0.946,0.112,0.214,172.013,1
Starseed,Lucien Mørk,,spotify:track:4OuwecJMuYfwqEzfdXLdzs,174000,0.297,0.0368,0,-25.602,1,0.0416,0.946,0.912,0.0879,0.352,113.916,1
Cloches d'Arbres,Auricz,,spotify:track:0WT8VyxSXvV9P39lRYE8TE,190909,0.0789,0.044,2,-26.662,0,0.0401,0.964,0.777,0.0769,0.0528,174.851,1
Forest Canvas,Elm Lake,,spotify:track:0Y67hBf8raOl4JYVvohHR2,239625,0.0991,0.182,0,-18.133,1,0.0327,0.972,0.945,0.105,0.0428,85.758,1
Contemplation,Night Sounds,,spotify:track:6dAScKFmnc7epcmlV7uXRv,182069,0.471,0.213,2,-13.171,1,0.0394,0.847,0.956,0.0942,0.113,116.35,1
In Bloom,Pim Miles,,spotify:track:1ve6TCi0O78ypM3pyeXyYy,175738,0.149,0.0765,11,-25.598,1,0.042,0.852,0.813,0.0894,0.0367,65.404,1
Reach For the Sky,Gates of Heaven,,spotify:track:4EqojQWIyMaAiPsvuhs0Vm,236000,0.23,0.198,5,-21.286,1,0.0433,0.851,0.924,0.0984,0.0383,65.536,1
Faultless,Lio,,spotify:track:1AR2pYXwzelDY94gAMgcro,182073,0.278,0.0484,2,-24.693,1,0.0432,0.905,0.947,0.0972,0.0431,115.053,1
Philadelphia Shore,Mind Explorer,,spotify:track:1dCJ7AFJVbt8dVTLdsSswV,182849,0.359,0.0337,0,-25.797,1,0.0386,0.964,0.774,0.0963,0.0875,88.901,1
Crossing Paths,Curved Mirror,,spotify:track:2UNKk7IG25ykiRphSfEH5C,326773,0.221,0.103,9,-21.864,0,0.0406,0.927,0.965,0.0959,0.0356,67.628,1
Hearts of Toby,Anton,,spotify:track:6IkE4Cq0sNuKiZOsxWCZvd,139917,0.128,0.0222,9,-23.029,1,0.0405,0.964,0.916,0.106,0.137,175.456,1
Inocybe,Azulina,,spotify:track:0yHW5bqjYuHYppJr4V59lc,264000,0.107,0.167,8,-18.609,0,0.0425,0.918,0.985,0.118,0.0353,91.816,1
Gentle Awakening,Laila Lawson,,spotify:track:0muXOxjvHlY8ZB83N751FC,210000,0.267,0.0625,9,-29.846,1,0.057,0.955,0.985,0.0965,0.0656,130.4,1
Tranquil,Sven Stierna,,spotify:track:2abvtFxQLpWYqDSNnNrbRm,199119,0.0852,0.112,5,-18.436,1,0.033,0.988,0.946,0.102,0.0393,81.281,1
Emerald Isles,Moments of Clarity,,spotify:track:0aRcChTQ4UOQAE3fuvOdS5,233383,0.168,0.0991,10,-24.419,0,0.0366,0.906,0.945,0.105,0.0424,139.905,1
Graduation,JNUARY,,spotify:track:09yn50KJD8MughMEdjKdy2,138000,0.324,0.106,2,-25.353,0,0.0381,0.992,0.917,0.0537,0.0371,90.03,1
Cool Air,Lily Augustadt,,spotify:track:02tUBBShoCFZE2RB1sANKl,186000,0.212,0.155,9,-24.005,0,0.0315,0.957,0.943,0.0983,0.106,79.7,1
Moving On,Dayonas Dream,,spotify:track:1jap0U96d4528KaolN2nnz,184186,0.185,0.0321,9,-28.884,0,0.0375,0.989,0.938,0.086,0.0547,59.95,1
Vi møtes igjen,Tine Mydland,,spotify:track:7tqxrJUeyG2a7mjtkkk8Oz,185750,0.179,0.00588,9,-34.18,0,0.0397,0.994,0.938,0.0926,0.0899,62.651,1
Awake At Last,Dream Robbers,,spotify:track:6QIeoh0MOGK35PUiUp9y4R,276646,0.282,0.00689,2,-26.903,0,0.0359,0.941,0.899,0.0968,0.0342,102.878,1
Crystal Rainbow,Divinioso,,spotify:track:38KA0V0itQdu90o81fF216,219130,0.0755,0.136,0,-25.324,1,0.0396,0.885,0.896,0.0985,0.0371,64.844,1
Haze,Anima,,spotify:track:4hv0YrKRtGmsDghhkURaNJ,218885,0.131,0.0539,0,-26.307,0,0.042,0.949,0.887,0.116,0.0469,66.733,1
Eyes of Redemption,Dolores Fernel,,spotify:track:4sgncJrSzijkzs0oEEyOcn,183353,0.126,0.00567,2,-36.018,1,0.0435,0.993,0.82,0.104,0.158,67.178,1
Ambi 25,Corey Gordon,,spotify:track:30K3SahVaJUAZcePyleRgH,224493,0.116,0.0134,1,-37.703,0,0.0485,0.955,0.884,0.301,0.0644,82.255,1
Encounters,Sister Luna,,spotify:track:1nY1hifiacx4skYuAgVPMd,247750,0.278,0.00866,5,-31.238,1,0.0389,0.975,0.912,0.11,0.0774,76.678,1
Resonatic,Inverse Gradient,,spotify:track:4dBLdbunzf7DmpKpH4Yokj,160696,0.568,0.0653,11,-21.144,1,0.0329,0.979,0.931,0.0917,0.162,101.932,1
Journey Within (432hz) - Without Ambience,Abe Hathot,,spotify:track:4Y3z3qQRb6cwQouwqD8UoM,240000,0.172,0.0466,7,-30.894,1,0.0424,0.976,0.954,0.0674,0.0359,120.96,1
Start Again,Iselinn,,spotify:track:5XEO7wnzRT06M9R58ByLYP,186559,0.306,0.118,9,-22.565,0,0.0452,0.974,0.972,0.0873,0.0369,123.354,1
White Dove,TN2020,,spotify:track:0TXwtGVDlyxefhSQb8QCA3,210717,0.23,0.158,0,-19.554,1,0.0387,0.841,0.944,0.116,0.0372,77.634,1
In sight,Lunar Ship,,spotify:track:24SxtJm0vTYx3IbrjMZoUI,226203,0.595,0.184,7,-22.358,0,0.0355,0.921,0.961,0.122,0.0976,120.01,1
einschlafen,Bernd Mehler,,spotify:track:45vegUNenijQWfhM0bgwuJ,188000,0.117,0.0274,2,-30.116,1,0.0437,0.798,0.854,0.0969,0.109,76.951,1
Désir,Octave Rivière,,spotify:track:3OHBNZSVpnXmKBiLkXIXZS,196000,0.253,0.00614,4,-32.391,0,0.0418,0.976,0.728,0.11,0.0398,64.246,1
Rojo,Sebastián Escofet,,spotify:track:2JRWjR3mlXJBg3uZwDPmBx,138250,0.0917,0.0429,6,-26.934,0,0.0407,0.83,0.929,0.0853,0.0864,173.949,1
Tremoland,Palacín,,spotify:track:13z3AL9gEDxGWr1sGk0UZe,163484,0.436,0.0156,2,-21.638,0,0.0379,0.993,0.894,0.106,0.11,75.55,1
Cesia,Ani,,spotify:track:3NYD79ZpaiUlaqBpfE4UvT,168214,0.248,0.025,6,-29.389,0,0.0318,0.96,0.926,0.113,0.0638,69.841,1
Stars Above,Vincent Fanguro,,spotify:track:6SXJvDRDaChdN07Q5msQKE,203708,0.368,0.00244,7,-30.134,1,0.0374,0.995,0.949,0.167,0.143,70.502,1
The Sun Will Rise Again,Remi Asana,,spotify:track:4MxfZWFxWBBWcdQtYUhWli,142596,0.177,0.00518,8,-34.547,1,0.0356,0.979,0.89,0.11,0.0362,70.779,1
Slowly Flying,BlunD,,spotify:track:13SRYtw5x5Z4OpFUYY4C1k,214331,0.206,0.0453,9,-26.198,0,0.0427,0.983,0.915,0.0879,0.0376,72.696,1
Beneath,Kamal Ra,,spotify:track:1757oARz2SdORUSsihHuKo,152358,0.296,0.0193,4,-21.043,1,0.0424,0.969,0.95,0.0959,0.0558,126.657,1
Immersed,Johannes Bornlöf,,spotify:track:1HZa1EjZeJDzQ7r6NwX6jW,182655,0.317,0.169,3,-17.989,1,0.0361,0.966,0.886,0.0879,0.0444,114.849,1
Rhea,Malborg,,spotify:track:5FEyBkwmsmhnUuyOOFzjSr,141375,0.227,0.0653,0,-28.095,1,0.0341,0.539,0.885,0.144,0.0346,67.062,1
retrospect,Gino Ferrero,,spotify:track:6uuZN0R5GocdsRO9RhB0Pn,277555,0.112,0.0264,7,-28.927,1,0.0376,0.821,0.806,0.113,0.0596,68.141,1
We,Alaskan Tapes,,spotify:track:3N2pGbHohZrbBnYV1lo7b2,155200,0.233,0.0493,0,-28.033,0,0.0315,0.988,0.929,0.383,0.0391,96.623,1
Austafjord,DEX 1200,,spotify:track:5I5p5yOVbTwGpJjD7q546j,268245,0.219,0.179,4,-18.783,1,0.0319,0.832,0.965,0.106,0.0378,58.099,1
There in the Silence,The Beautiful Star,,spotify:track:2egPExekvgp8AU7cYJw2it,241200,0.0928,0.0886,0,-22.297,1,0.038,0.829,0.857,0.11,0.0606,71.567,1
Stream Of Consciousness,Coherent Energy,,spotify:track:2OcirqlSNj6JgEfqp3FrdV,180625,0.0609,0.229,0,-17.746,1,0.0432,0.962,0.966,0.163,0.0729,60.422,1
Trace,Benjamin Rhey,,spotify:track:6sauZJqeqUy4426Qj6joFe,210000,0.172,0.297,9,-15.215,0,0.0357,0.981,0.741,0.836,0.0374,86.322,1
Focus,IFEELU,,spotify:track:3l7mCSypI6tYJvYe8dDI4f,167143,0.669,0.155,6,-21.592,0,0.0343,0.566,0.8,0.625,0.0611,111.898,1
Intermission,Paul Dennehy,,spotify:track:6BXlFjJouW6ugTjeORRYHm,224000,0.26,0.0313,5,-26.291,1,0.039,0.988,0.876,0.0854,0.0599,81.774,1
Here Right Now,Mochas,,spotify:track:6OuVGoZRBxfWSVdB5HnN7A,166564,0.346,0.307,5,-17.418,1,0.0546,0.938,0.881,0.0869,0.149,119.777,1
Obsession,Smith/Hill,,spotify:track:6ScSd377nO1MNw4217toss,177150,0.147,0.149,2,-19.16,0,0.0378,0.921,0.866,0.112,0.0358,80.829,1
Frigate birds,Cosmo Sheldrake,,spotify:track:2BWu8Uq8IF37tPTo4L8Nzp,175520,0.247,0.112,4,-21.629,1,0.0372,0.814,0.948,0.119,0.0321,84.218,1
Pegasus,Fleurs de Son,,spotify:track:0N08dxkNnilnHjjRhCL9V1,211444,0.214,0.174,1,-18.485,0,0.0348,0.923,0.869,0.112,0.0349,81.495,1
Half Moon Pass,By Lotus,,spotify:track:4Dpxev442iMCReELw9I6xN,150938,0.127,0.238,1,-21.302,1,0.0414,0.849,0.879,0.106,0.0818,87.14,1
Awash,Gavin Luke,,spotify:track:3WgX6oDGy5TjPEPA028sls,203423,0.0625,0.23,1,-18.356,0,0.0392,0.89,0.922,0.0982,0.0351,69.241,1
Halcyon,Harlan Silverman,,spotify:track:6BULuqgf0MSp4fMoFGlWs8,166438,0.234,0.0495,10,-18.84,1,0.0442,0.783,0.915,0.153,0.0422,138.513,1
Slow Rise,Swimming In A Liquid Sky,,spotify:track:4GRx1yycMU6w3iyVn7S0SQ,225000,0.0971,0.0261,7,-28.953,1,0.0394,0.995,0.876,0.0941,0.0395,74.938,1
Ambiance,Johannes Bornlöf,,spotify:track:0DEINkn792Fev6TwyACk5v,198400,0.325,0.138,1,-20.724,1,0.0315,0.961,0.963,0.0932,0.185,103.93,1
Jamas In Heaven,Doosi,,spotify:track:0ekmQX29tnEb4TYPW2Mqpi,166667,0.151,0.0451,0,-26.128,1,0.0452,0.971,0.931,0.0796,0.068,83.874,1
Mind's Edge,Science from Above,,spotify:track:6pgnbCR03OecUk58AdsnJH,227431,0.191,0.0547,0,-25.451,1,0.0634,0.924,0.741,0.11,0.0377,140.244,1
Hvis du bare vidste,Silas Mathiasen,,spotify:track:7vGejPhO5QFV6H8U5eMPmL,162500,0.22,0.0115,2,-32.556,1,0.0383,0.992,0.972,0.0961,0.0615,77.158,1
Equinox,Escape Velocity,,spotify:track:0ZzaDwLtsBeHilR13PMFcZ,209438,0.153,0.254,7,-18.472,1,0.0345,0.873,0.801,0.0893,0.0377,137.236,1
Morning Prayer,Snowfx,,spotify:track:3qvydcklZvW1NAckstunKa,128244,0.158,0.17,6,-20.166,1,0.0322,0.958,0.697,0.0843,0.0379,137.14,1
Dream #5 [Drifting Apart],charlie dreaming,,spotify:track:2VkeXjrEyJ5dgeInRIdKIE,192000,0.263,0.209,5,-17.385,1,0.0476,0.989,0.884,0.124,0.122,70.91,1
Boreas,Tide Machine,,spotify:track:7bBS7gjSC4NwZiBwcbYoR7,174857,0.191,0.13,0,-28.665,1,0.0601,0.92,0.921,0.102,0.0359,140.828,1
Painted Life,Celestial Seekr,,spotify:track:4pHZ2Ng85VvdJwOjmvsJQE,164833,0.151,0.00491,7,-38.369,1,0.0316,0.991,0.846,0.0993,0.116,69.375,1
Closure,Reuben Hensley,,spotify:track:0yMF30FFvzQLlBDhHuwsPd,261750,0.162,0.00947,2,-35.069,1,0.0415,0.993,0.969,0.118,0.0791,72.519,1
Senses,Somnum Magnam,,spotify:track:0i4MTSz232OEJ6m1WURbzJ,178591,0.145,0.0592,11,-28.526,0,0.0366,0.964,0.915,0.0888,0.0717,140.234,1
Cristales,Alter Ego,,spotify:track:2y4BjmOnbJB2SfgXpPK859,103750,0.457,0.11,4,-24.692,0,0.0356,0.891,0.945,0.104,0.112,126.072,1
Secret Water,Momento,,spotify:track:4SWn136gXYwVYOQDta5dw6,224190,0.142,0.205,9,-19.497,1,0.0383,0.917,0.95,0.069,0.0375,75.82,1
Redder Than The Moon,John Looke,,spotify:track:0BBpFwknocf5z2ydAkTjDd,267027,0.719,0.217,0,-13.207,1,0.0312,0.896,0.212,0.113,0.0503,111.026,4
He Needs Help,David Wingo,,spotify:track:39hBYtqNwwl7v0gynAWyZj,190667,0.141,0.0449,0,-26.108,1,0.0364,0.949,0.961,0.0872,0.0377,67.461,1
Broken Promises,Bon Vie,,spotify:track:7FCQhz7BwZCq8d9MyBBMJj,196542,0.106,0.0378,3,-26.664,1,0.0433,0.991,0.899,0.102,0.146,70.982,1
Saoirse,Symon van Gent,,spotify:track:1RiLeuzt9obdImY1RXp5rQ,179000,0.58,0.123,5,-27.519,1,0.0328,0.89,0.86,0.0939,0.102,140.001,1
Boavista,Klik & Frik,,spotify:track:4iORPRB30LonHaKwkctjyE,229924,0.539,0.23,11,-21.536,0,0.0353,0.984,0.935,0.0748,0.627,151.997,1
Quietud,Holographic Seawaves,,spotify:track:5V5TF6nM3jYyvJENU2P8RK,179917,0.301,0.0903,9,-23.263,0,0.0325,0.972,0.896,0.105,0.0748,90.072,1
Darashinai Beach,Kenichiban,,spotify:track:6k9EQcMdqJRtmIM3fwy9vW,219091,0.0632,0.236,2,-19.026,1,0.0408,0.956,0.831,0.0613,0.0865,64.833,1
Worlds Apart,Rannar Sillard,,spotify:track:3Og5QFccQsUOzLbh56XYls,170025,0.423,0.0364,0,-20.953,0,0.0362,0.974,0.933,0.142,0.0849,107.924,1
Ever Connecting Thoughts,Tim Gourolis,,spotify:track:6JsGwsk7OGOrzUJ3lueufO,198619,0.153,0.0305,0,-28.398,1,0.045,0.906,0.941,0.076,0.0382,170.181,1
We Owe It To Them,Ensemble Cordes De La Mer,,spotify:track:7tB2hs6KN8MS664VW6Mdfs,174000,0.0613,0.217,11,-17.455,0,0.0437,0.892,0.968,0.164,0.033,67.502,1
Botanical Garden Of Droids,Nexterday Visitors,,spotify:track:5J8HfHNDShdr13uSRQiZw6,214000,0.177,0.225,0,-15.649,1,0.0372,0.974,0.799,0.133,0.111,68.095,1
A New Age,Leyenda,,spotify:track:4IjvliE2kI9CcAvnNVYEiI,215186,0.115,0.25,2,-20.488,1,0.036,0.912,0.902,0.0918,0.0335,84.736,1
Levitate,Rizik,,spotify:track:2EXBGX5M8y0bp8IUPagUpy,262000,0.133,0.188,8,-19.146,0,0.0359,0.907,0.789,0.102,0.0391,71.217,1
Rachael Or Pris,Threading Hair,,spotify:track:52tvffLe50EKvIznL67HnT,224513,0.216,0.196,5,-16.989,1,0.0371,0.86,0.892,0.0969,0.0814,99.767,1
Sea Bird Sunset,Xeo Long,,spotify:track:4oXhPokD0MI5Mv86n8XHxi,180333,0.509,0.193,9,-16.612,0,0.0279,0.742,0.79,0.263,0.21,90.085,1
Pyramid Train,Cora Zea,,spotify:track:5TZdub1bKTE2XEaBEQDUil,216066,0.522,0.094,1,-21.143,1,0.0283,0.989,0.906,0.11,0.0677,76.011,1
For Me to Become,Soul Resonance,,spotify:track:6oyhR0423JljOHzgpkkuBb,251993,0.0641,0.15,0,-20.106,1,0.0402,0.958,0.906,0.0989,0.0325,63.839,1
feelings,cloudcrush,,spotify:track:2ukdz6UagW44yM6latM2as,168113,0.593,0.0661,3,-13.626,0,0.0319,0.975,0.872,0.226,0.147,105.994,1
Meaning,Arpeggiated Motives,,spotify:track:1M2bdpwWkekhMWIlVFmd3e,219087,0.287,0.0695,2,-27.817,1,0.0406,0.953,0.977,0.109,0.0637,80.211,1
Ambient Final,Slowdonia,,spotify:track:1lDuQ9qw2yfdRmao76luZy,164178,0.0752,0.15,0,-27.115,0,0.0427,0.871,0.952,0.0872,0.074,176.723,1
Sin Silencio,Xavier Nunes,,spotify:track:4IvAwraLS1VZDZ6ijPj42y,199624,0.141,0.276,6,-16.122,1,0.0366,0.726,0.984,0.0769,0.0389,101.651,1
NYC/Night Time,Erik Reno,,spotify:track:1Y5TuZ4lGEeB4UKIvgieWC,227278,0.42,0.00801,0,-33.966,0,0.0376,0.984,0.966,0.135,0.037,93.685,1
Unstructure 02,Melmann,,spotify:track:2ZnPJq6GsiZSCrYy1dW9dK,424000,0.192,0.109,7,-29.054,1,0.0381,0.924,0.898,0.104,0.0451,72.34,1
Bright Morning,Eline Moss,,spotify:track:7tXgHTkGacOBktzEMsqvbv,204923,0.265,0.233,7,-16.922,1,0.0478,0.986,0.898,0.0735,0.127,68.686,1
Dreaming - Ethereal Piano,Celinia,,spotify:track:0MvigYTSmsu7AZxiLqNOCH,185905,0.136,0.0325,0,-27.958,1,0.0406,0.995,0.989,0.102,0.0656,77.578,1
Minds Traversed,Spirits Of Our Dreams,,spotify:track:5OxLsoveEfCtK2M3CuqCd7,250934,0.249,0.408,0,-11.078,1,0.0322,0.916,0.838,0.226,0.052,77.922,1
Phi,Steven Goldmund,,spotify:track:48Tgnq986GrPCGJJz65n4M,225084,0.194,0.0958,3,-25.425,1,0.0315,0.879,0.801,0.096,0.0742,78.342,1
Quantum,Matter and Energy,,spotify:track:531T2IlqucxLsyDPtw6LSv,175643,0.0902,0.0445,1,-23.641,0,0.0419,0.97,0.884,0.0875,0.0412,77.326,1
Eudoxie,Irizarry Barraza,,spotify:track:1onEytWdEeDCZoyF8VOOA9,213500,0.176,0.0226,0,-24.974,1,0.0379,0.973,0.85,0.109,0.0373,68.663,1
Wandering,Jars Of Bees,,spotify:track:3DSmKmCgRH7vSmdZXBbH4P,195429,0.215,0.128,0,-19.407,1,0.0409,0.721,0.941,0.0862,0.0829,139.983,1
Interpretations,Howard Harper-Barnes,,spotify:track:6PIbpT7ray6ixif2v6RIIa,157682,0.472,0.21,7,-17.962,0,0.0288,0.917,0.945,0.124,0.155,109.988,1
Aura,Milo Graves,,spotify:track:2FkTdGg3QqJt8ufTTJWIwJ,198857,0.126,0.104,9,-21.064,0,0.0413,0.961,0.978,0.0995,0.0626,172.026,1
Hidden Path,Cerulean Skies,,spotify:track:2lCPESbQg9A5FVGqJsADxi,194375,0.196,0.135,5,-22.978,1,0.0408,0.881,0.864,0.0789,0.104,111.926,1
Alone Together,Forest Whisper,,spotify:track:09yxy885vrT1vsXJuRVIvn,181818,0.463,0.0674,0,-24.172,1,0.0398,0.988,0.975,0.0945,0.242,66.018,1
A New Constellation,Lama House,,spotify:track:2aYOZYnW4GCwBhYI1PiZPM,227221,0.165,0.323,0,-14.631,1,0.0353,0.256,0.929,0.111,0.059,110.01,1
Taurus,Tolga Kahani,,spotify:track:0cZQXAwomBlCnuSvTCsKWn,134041,0.26,0.0304,7,-21.687,1,0.0415,0.989,0.675,0.0859,0.0361,69.199,1
Relief,Florian Beck,,spotify:track:0tCTXGCsD8wgeLtYQ1b5H1,104263,0.353,0.00694,2,-20.405,1,0.0444,0.991,0.946,0.106,0.152,131.943,1
Life Drop,Millie S,,spotify:track:2PPb30KRchFsGeg4t7ZgHR,189939,0.311,0.00572,11,-27.038,1,0.0421,0.983,0.953,0.104,0.0367,126.023,1
Elevated Pastures,Chinyami,,spotify:track:7zWjcC7jNhFtqckFMkiNux,213713,0.215,0.147,4,-18.9,1,0.0375,0.975,0.912,0.0942,0.0387,75.484,1
Breathe,Night Sounds,,spotify:track:3aJag451WnwJY280pZecbt,253318,0.256,0.184,5,-20.782,1,0.0353,0.884,0.92,0.0948,0.038,129.943,1
Emancipation,Helios,,spotify:track:4xxIMjx6sNmRgJx7fJ7ihg,154733,0.241,0.0152,0,-23.109,1,0.0401,0.992,0.922,0.111,0.0839,73.218,1
Fragment II,Library Tapes,,spotify:track:7JQfc4yI4R8E4WOUYR7HD9,240507,0.252,0.0516,5,-21.321,1,0.0313,0.956,0.928,0.102,0.0299,79.857,1
Halcyon,William Duhamel,,spotify:track:4DkgaBjJfrfavy1bWQb6vf,143558,0.187,0.0754,4,-21.181,1,0.0408,0.977,0.943,0.113,0.185,71.329,1
Deep Breathing,Heddwch,,spotify:track:0Y72CbDDpvr84l5Xl7vJ8C,191250,0.163,0.00665,0,-32.24,1,0.0387,0.985,0.902,0.374,0.0809,95.103,1
Mindset,Benjamin Martins,,spotify:track:208gbnbg0h5ga5c6IvtWM5,158607,0.126,0.246,5,-18.958,1,0.0364,0.967,0.951,0.125,0.126,171.582,1
Ecotone,Permaculti,,spotify:track:5N2NjsHVMMkyqFJ4BkrEdW,234674,0.368,0.0425,5,-24.304,0,0.0356,0.985,0.907,0.0758,0.161,180.175,1
Awakening,Coherent Energy,,spotify:track:5MVVGFVHWhjGpg2ZKPxWHh,191000,0.182,0.0426,4,-23.228,1,0.0358,0.971,0.662,0.11,0.0738,59.041,1
Underwater World,Nacreous Clouds,,spotify:track:5LhPkpLXkuR8wr8bFzCGRK,176756,0.139,0.246,2,-18.782,1,0.0321,0.377,0.831,0.11,0.0815,97.937,1
Prarie Whisper,Cooper Sams,,spotify:track:0qwKXExu6ZFmCVmuXS77Bd,228462,0.257,0.106,1,-21.027,1,0.0365,0.961,0.892,0.109,0.0391,135.165,1
Midsommarnatt,Najma Wallin,,spotify:track:6UyDL0wkh12ox8TJpvnQpu,134500,0.098,0.00263,0,-34.2,1,0.043,0.979,0.912,0.107,0.0334,66.057,1
